Name,Latitude,Longitude
Unnamed,12.9325161 77.7393553,77.7393474
Unnamed,12.9299847 77.7373487,77.7373955
Unnamed,12.9198798 77.6854071,77.6853461
Unnamed,12.9219875 77.6736362,77.6733157
Unnamed,13.0871384 77.5908284,77.5907117
Unnamed,13.1343883 77.5687601,77.5687227
Unnamed,13.1160897 77.606956,77.6069999
Unnamed,13.1100421 77.6026936,77.6026542
Unnamed,13.1102413 77.6028155,77.6027756
Unnamed,13.1105522 77.6029949,77.6029573
Unnamed,12.8947908 77.4614923,77.4615701
Unnamed,12.8957113 77.4630117,77.4626268
Unnamed,12.8822262 77.4693321,77.4691817
Unnamed,12.9435283 77.6917537,77.6914367
Unnamed,12.9445647 77.6950655,77.6942024
Unnamed,12.9374682 77.6955128,77.6950557
Unnamed,12.9368898 77.6962928,77.6954211
Unnamed,12.9375767 77.6956565,77.6951516
Unnamed,12.9375224 77.6957805,77.6955083
Unnamed,12.937595 77.6959703,77.6957081
Unnamed,12.9371839 77.6966389,77.6963827
Unnamed,12.93738 77.6967099,77.6963961
Unnamed,13.1443752 77.6782102,77.6805845
Unnamed,13.144289 77.6777929,77.6777977
Unnamed,13.1454186 77.6788665,77.678868
Unnamed,13.145685 77.6781474,77.6781517
Unnamed,13.1458104 77.6785376,77.6794861
Unnamed,13.1458339 77.6806988,77.6801205
Unnamed,13.1452711 77.6808737,77.6807494
Unnamed,13.1448897 77.6806965,77.6806971
Unnamed,13.1436058 77.6808633,77.6781339
Unnamed,13.141357 77.6822563,77.6823224
Unnamed,13.1425967 77.6819958,77.6819948
Unnamed,13.1411389 77.6822563,77.6822546
Unnamed,12.8566535 77.5405921,77.5404585
Unnamed,12.8878337 77.7037333,77.7036683
Unnamed,13.0401656 77.5205545,77.5195447
Unnamed,12.9690886 77.7355399,77.7353979
Unnamed,13.0813521 77.6412982,77.6406169
Unnamed,13.0801641 77.6401032,77.6398686
Unnamed,13.0851924 77.6435212,77.6434724
Unnamed,13.0708604 77.5028707,77.5027661
Unnamed,13.071624 77.5031282,77.502552
Unnamed,12.9913583 77.5959118,77.5957321
Unnamed,12.9918484 77.5949737,77.5950918
Unnamed,12.93266 77.6863858,77.6864041
Unnamed,13.0718976 77.5813052,77.5812127
Unnamed,12.9901763 77.5993988,77.5993575
Unnamed,12.7912557 77.7306082,77.730637
Unnamed,12.961761 77.6859317,77.6848525
Unnamed,12.9613563 77.6845401,77.6845241
Unnamed,12.8981588 77.6386171,77.6382929
Unnamed,12.9868145 77.5911948,77.5909339
Unnamed,12.9869202 77.5907985,77.5905377
Unnamed,12.9874446 77.7285813,77.7284196
Unnamed,12.9893201 77.7129864,77.7130137
Unnamed,12.9719855 77.5876849,77.5874219
Unnamed,12.885968 77.6437189,77.6431677
Unnamed,12.9363252 77.6941927,77.6941511
Unnamed,12.9365347 77.6941662,77.6936198
Unnamed,12.9363133 77.69398,77.6937357
Unnamed,12.9310558 77.6794404,77.6787008
Unnamed,12.9700896 77.5860272,77.586329
Unnamed,12.9787748 77.5874721,77.5874357
Unnamed,12.9792089 77.5884287,77.5881985
Unnamed,12.9565792 77.7194309,77.7194465
Unnamed,12.9560709 77.718837,77.7187894
Unnamed,12.9437571 77.6051464,77.6052945
Unnamed,12.8769328 77.5430596,77.5431615
Unnamed,12.8402688 77.6647511,77.6647468
Unnamed,12.8397461 77.6645655,77.6643203
Unnamed,12.8397883 77.6648764,77.6646709
Unnamed,12.8739625 77.6198985,77.6196581
Unnamed,12.8738644 77.6198874,77.6196031
Unnamed,12.8743442 77.6196215,77.6195723
Unnamed,12.8729878 77.6181243,77.6179945
Unnamed,12.8739749 77.6192658,77.6189916
Unnamed,12.8739696 77.6186953,77.6186416
Unnamed,12.8740978 77.6182158,77.6181608
Unnamed,12.8741063 77.6183421,77.6182895
Unnamed,12.8741808 77.618595,77.6185403
Unnamed,12.8742801 77.6185074,77.6184498
Unnamed,12.8768027 77.6184337,77.6181018
Unnamed,12.8727008 77.6491959,77.649204
Unnamed,12.9556921 77.7150882,77.7149651
Unnamed,12.7812034 77.6304185,77.6304185
Unnamed,12.7808992 77.631212,77.6308451
Unnamed,13.037762 77.6195353,77.6195653
Unnamed,12.9522147 77.7243072,77.7239571
Unnamed,12.9751472 77.5878565,77.587776
Unnamed,12.9596884 77.6468564,77.646585
Unnamed,13.0668969 77.544689,77.5447816
Nayandahalli Metro Station Parking,12.9412761 77.5252081,77.5251559
Unnamed,12.9177249 77.5017938,77.5013217
Unnamed,13.0433157 77.6654327,77.6641581
MLCP,13.1276634 77.6186093,77.6181199
Unnamed,12.9960159 77.6881671,77.6875373
Unnamed,12.9965411 77.7028611,77.7027882
Unnamed,12.9566466 77.6421706,77.6420331
Unnamed,12.9597476 77.7170453,77.7169071
Unnamed,12.9859659 77.6910311,77.6909928
Unnamed,12.9844761 77.6919924,77.6919463
Unnamed,12.9881267 77.6940492,77.6939017
Unnamed,12.96262 77.7208235,77.7204522
Unnamed,12.9625664 77.7205935,77.7202544
Unnamed,12.9627901 77.720199,77.7201462
Unnamed,12.9333895 77.689553,77.6895095
Unnamed,12.9077815 77.5642166,77.5640714
Unnamed,12.9091485 77.5676326,77.5680739
Unnamed,12.9094591 77.5658275,77.5658464
Unnamed,12.977199 77.7100685,77.7100513
Unnamed,12.9054163 77.7064599,77.7062586
Unnamed,12.9857963 77.7516481,77.7514293
Unnamed,12.985015 77.7512137,77.7512984
Unnamed,12.984465 77.7488578,77.7507444
Unnamed,12.9843513 77.7508247,77.7510649
Unnamed,12.9765555 77.7174715,77.7171958
Unnamed,12.9509614 77.7185507,77.7182257
Unnamed,12.9501557 77.7184365,77.7182265
Unnamed,13.1840472 77.6790167,77.6792702
Unnamed,13.1211383 77.6122156,77.6120192
Unnamed,13.1641245 77.6296653,77.6295219
Unnamed,13.146953 77.618828,77.6188425
Unnamed,12.9747371 77.5964626,77.5964463
Unnamed,12.9743292 77.5959945,77.5959768
Unnamed,13.0327329 77.6312176,77.6310282
Unnamed,13.0320911 77.6306049,77.6304389
Unnamed,13.0323596 77.6307197,77.6306873
Unnamed,12.974217 77.7189573,77.7188766
Unnamed,12.9742285 77.7186946,77.718614
Unnamed,12.9756715 77.7253353,77.7252649
Unnamed,12.9639361 77.7335115,77.7332302
Unnamed,12.9749101 77.7286497,77.7285107
Unnamed,12.9730996 77.7184375,77.7180293
Unnamed,12.97249 77.7174641,77.7173883
Unnamed,12.9920249 77.7463978,77.7459887
Unnamed,12.9210607 77.6517963,77.6518183
Unnamed,12.9641294 77.723968,77.7237252
Unnamed,12.965141 77.7200398,77.7200002
Unnamed,12.9656331 77.7186762,77.7187148
Unnamed,12.9631427 77.7249499,77.7249586
Unnamed,12.9644393 77.7207421,77.7205983
Unnamed,12.9193817 77.7377256,77.7367841
Unnamed,12.9253012 77.6655015,77.6655021
Unnamed,13.0154096 77.6511816,77.6509149
Unnamed,13.1282164 77.5875881,77.5874768
Unnamed,13.1282646 77.5874394,77.5867656
Unnamed,13.1282654 77.5867117,77.5867303
Unnamed,13.1285529 77.5861597,77.5860983
Unnamed,12.959086 77.7175213,77.7175223
Unnamed,12.8622133 77.6115458,77.6113902
Unnamed,12.8623885 77.6110905,77.610949
Unnamed,12.8626363 77.6108162,77.6105899
Unnamed,12.862733 77.6104819,77.6103683
Unnamed,12.865004 77.6111803,77.6111548
Unnamed,12.8647497 77.6117429,77.6116913
Unnamed,12.8650851 77.6113808,77.611183
Unnamed,12.8653516 77.6100037,77.6099964
Unnamed,12.8649286 77.6098581,77.6098073
Unnamed,12.8649185 77.6097492,77.6096985
Unnamed,12.8732939 77.6100521,77.610183
Unnamed,12.8720059 77.6107019,77.6107726
Unnamed,12.872188 77.6099314,77.6097919
Unnamed,12.8721161 77.6101867,77.6100114
Unnamed,12.8721491 77.6106076,77.6106211
Unnamed,12.8722996 77.6105576,77.6103144
Unnamed,12.8748985 77.6097929,77.6099358
Unnamed,12.874897 77.6100763,77.6100203
Unnamed,12.8713137 77.6105087,77.6105212
Unnamed,13.1607906 77.6358856,77.6356132
Unnamed,12.9858304 77.7030856,77.7025739
Unnamed,13.0002234 77.6405304,77.6403265
Unnamed,13.0611442 77.6602822,77.6597545
Unnamed,13.0608156 77.6610889,77.6600374
Unnamed,13.0459998 77.7493826,77.7493771
Unnamed,13.0461056 77.7491219,77.7490687
Unnamed,13.0462389 77.749463,77.7492148
Unnamed,13.046122 77.7494222,77.7491706
Unnamed,13.1601612 77.705061,77.7045621
Unnamed,12.8919019 77.7500953,77.7496634
Unnamed,12.8949949 77.742852,77.7428788
Unnamed,12.8991816 77.7507058,77.7507274
Unnamed,12.8993298 77.7486563,77.748667
Unnamed,12.8988317 77.7527104,77.7531691
Unnamed,13.0292759 77.5413612,77.5416797
Unnamed,12.981438 77.6405617,77.6403652
